image_path,filename,defect_type,final_severity,rationale,label_source,requires_review
C:\Users\acous\Desktop\sih2026\Railway Track Surface Faults Dataset\Cracks\7.MOV_20201228114152_10052.JPEG,7.MOV_20201228114152_10052.JPEG,Cracks,,HUMAN_REVIEW_REQUIRED,UNRESOLVED,True
C:\Users\acous\Desktop\sih2026\Railway Track Surface Faults Dataset\Cracks\7.MOV_20201228114152_10053.JPEG,7.MOV_20201228114152_10053.JPEG,Cracks,,HUMAN_REVIEW_REQUIRED,UNRESOLVED,True
C:\Users\acous\Desktop\sih2026\Railway Track Surface Faults Dataset\Cracks\7.MOV_20201228114152_10054.JPEG,7.MOV_20201228114152_10054.JPEG,Cracks,,HUMAN_REVIEW_REQUIRED,UNRESOLVED,True
C:\Users\acous\Desktop\sih2026\Railway Track Surface Faults Dataset\Cracks\7.MOV_20201228114152_10055.JPEG,7.MOV_20201228114152_10055.JPEG,Cracks,,HUMAN_REVIEW_REQUIRED,UNRESOLVED,True
C:\Users\acous\Desktop\sih2026\Railway Track Surface Faults Dataset\Cracks\7.MOV_20201228114152_10056.JPEG,7.MOV_20201228114152_10056.JPEG,Cracks,,HUMAN_REVIEW_REQUIRED,UNRESOLVED,True
C:\Users\acous\Desktop\sih2026\Railway Track Surface Faults Dataset\Cracks\7.MOV_20201228114152_10057.JPEG,7.MOV_20201228114152_10057.JPEG,Cracks,,HUMAN_REVIEW_REQUIRED,UNRESOLVED,True
C:\Users\acous\Desktop\sih2026\Railway Track Surface Faults Dataset\Cracks\7.MOV_20201228114152_10058.JPEG,7.MOV_20201228114152_10058.JPEG,Cracks,,HUMAN_REVIEW_REQUIRED,UNRESOLVED,True
C:\Users\acous\Desktop\sih2026\Railway Track Surface Faults Dataset\Cracks\7.MOV_20201228114152_10059.JPEG,7.MOV_20201228114152_10059.JPEG,Cracks,,HUMAN_REVIEW_REQUIRED,UNRESOLVED,True
C:\Users\acous\Desktop\sih2026\Railway Track Surface Faults Dataset\Cracks\7.MOV_20201228114152_10060.JPEG,7.MOV_20201228114152_10060.JPEG,Cracks,,HUMAN_REVIEW_REQUIRED,UNRESOLVED,True
C:\Users\acous\Desktop\sih2026\Railway Track Surface Faults Dataset\Cracks\7.MOV_20201228114152_10061.JPEG,7.MOV_20201228114152_10061.JPEG,Cracks,,HUMAN_REVIEW_REQUIRED,UNRESOLVED,True
C:\Users\acous\Desktop\sih2026\Railway Track Surface Faults Dataset\Cracks\7.MOV_20201228114152_10062.JPEG,7.MOV_20201228114152_10062.JPEG,Cracks,,HUMAN_REVIEW_REQUIRED,UNRESOLVED,True
C:\Users\acous\Desktop\sih2026\Railway Track Surface Faults Dataset\Cracks\7.MOV_20201228114152_10063.JPEG,7.MOV_20201228114152_10063.JPEG,Cracks,,HUMAN_REVIEW_REQUIRED,UNRESOLVED,True
C:\Users\acous\Desktop\sih2026\Railway Track Surface Faults Dataset\Cracks\7.MOV_20201228114152_10064.JPEG,7.MOV_20201228114152_10064.JPEG,Cracks,,HUMAN_REVIEW_REQUIRED,UNRESOLVED,True
C:\Users\acous\Desktop\sih2026\Railway Track Surface Faults Dataset\Cracks\7.MOV_20201228114152_10065.JPEG,7.MOV_20201228114152_10065.JPEG,Cracks,,HUMAN_REVIEW_REQUIRED,UNRESOLVED,True
C:\Users\acous\Desktop\sih2026\Railway Track Surface Faults Dataset\Cracks\7.MOV_20201228114152_10066.JPEG,7.MOV_20201228114152_10066.JPEG,Cracks,,HUMAN_REVIEW_REQUIRED,UNRESOLVED,True
C:\Users\acous\Desktop\sih2026\Railway Track Surface Faults Dataset\Cracks\7.MOV_20201228114152_10067.JPEG,7.MOV_20201228114152_10067.JPEG,Cracks,,HUMAN_REVIEW_REQUIRED,UNRESOLVED,True
C:\Users\acous\Desktop\sih2026\Railway Track Surface Faults Dataset\Cracks\7.MOV_20201228114152_10068.JPEG,7.MOV_20201228114152_10068.JPEG,Cracks,,HUMAN_REVIEW_REQUIRED,UNRESOLVED,True
C:\Users\acous\Desktop\sih2026\Railway Track Surface Faults Dataset\Cracks\7.MOV_20201228114152_10069.JPEG,7.MOV_20201228114152_10069.JPEG,Cracks,,HUMAN_REVIEW_REQUIRED,UNRESOLVED,True
C:\Users\acous\Desktop\sih2026\Railway Track Surface Faults Dataset\Cracks\7.MOV_20201228114152_10070.JPEG,7.MOV_20201228114152_10070.JPEG,Cracks,,HUMAN_REVIEW_REQUIRED,UNRESOLVED,True
C:\Users\acous\Desktop\sih2026\Railway Track Surface Faults Dataset\Cracks\7.MOV_20201228114152_10071.JPEG,7.MOV_20201228114152_10071.JPEG,Cracks,,HUMAN_REVIEW_REQUIRED,UNRESOLVED,True
C:\Users\acous\Desktop\sih2026\Railway Track Surface Faults Dataset\Cracks\7.MOV_20201228114152_10072.JPEG,7.MOV_20201228114152_10072.JPEG,Cracks,,HUMAN_REVIEW_REQUIRED,UNRESOLVED,True
C:\Users\acous\Desktop\sih2026\Railway Track Surface Faults Dataset\Cracks\7.MOV_20201228114152_10073.JPEG,7.MOV_20201228114152_10073.JPEG,Cracks,,HUMAN_REVIEW_REQUIRED,UNRESOLVED,True
C:\Users\acous\Desktop\sih2026\Railway Track Surface Faults Dataset\Cracks\7.MOV_20201228114152_10074.JPEG,7.MOV_20201228114152_10074.JPEG,Cracks,,HUMAN_REVIEW_REQUIRED,UNRESOLVED,True
C:\Users\acous\Desktop\sih2026\Railway Track Surface Faults Dataset\Cracks\7.MOV_20201228114152_10075.JPEG,7.MOV_20201228114152_10075.JPEG,Cracks,,HUMAN_REVIEW_REQUIRED,UNRESOLVED,True
C:\Users\acous\Desktop\sih2026\Railway Track Surface Faults Dataset\Cracks\7.MOV_20201228114152_10076.JPEG,7.MOV_20201228114152_10076.JPEG,Cracks,,HUMAN_REVIEW_REQUIRED,UNRESOLVED,True
C:\Users\acous\Desktop\sih2026\Railway Track Surface Faults Dataset\Cracks\7.MOV_20201228114152_10077.JPEG,7.MOV_20201228114152_10077.JPEG,Cracks,,HUMAN_REVIEW_REQUIRED,UNRESOLVED,True
C:\Users\acous\Desktop\sih2026\Railway Track Surface Faults Dataset\Flakings\1.MOV_20201221091849_5158.JPEG,1.MOV_20201221091849_5158.JPEG,Flakings,,HUMAN_REVIEW_REQUIRED,UNRESOLVED,True
C:\Users\acous\Desktop\sih2026\Railway Track Surface Faults Dataset\Flakings\1.MOV_20201221091849_5159.JPEG,1.MOV_20201221091849_5159.JPEG,Flakings,,HUMAN_REVIEW_REQUIRED,UNRESOLVED,True
C:\Users\acous\Desktop\sih2026\Railway Track Surface Faults Dataset\Flakings\1.MOV_20201221091849_5160.JPEG,1.MOV_20201221091849_5160.JPEG,Flakings,,HUMAN_REVIEW_REQUIRED,UNRESOLVED,True
C:\Users\acous\Desktop\sih2026\Railway Track Surface Faults Dataset\Flakings\1.MOV_20201221091849_5161.JPEG,1.MOV_20201221091849_5161.JPEG,Flakings,,HUMAN_REVIEW_REQUIRED,UNRESOLVED,True
C:\Users\acous\Desktop\sih2026\Railway Track Surface Faults Dataset\Flakings\1.MOV_20201221091849_5162.JPEG,1.MOV_20201221091849_5162.JPEG,Flakings,,HUMAN_REVIEW_REQUIRED,UNRESOLVED,True
C:\Users\acous\Desktop\sih2026\Railway Track Surface Faults Dataset\Flakings\1.MOV_20201221091849_5163.JPEG,1.MOV_20201221091849_5163.JPEG,Flakings,,HUMAN_REVIEW_REQUIRED,UNRESOLVED,True
C:\Users\acous\Desktop\sih2026\Railway Track Surface Faults Dataset\Flakings\1.MOV_20201221091849_5164.JPEG,1.MOV_20201221091849_5164.JPEG,Flakings,,HUMAN_REVIEW_REQUIRED,UNRESOLVED,True
C:\Users\acous\Desktop\sih2026\Railway Track Surface Faults Dataset\Flakings\1.MOV_20201221091849_5165.JPEG,1.MOV_20201221091849_5165.JPEG,Flakings,,HUMAN_REVIEW_REQUIRED,UNRESOLVED,True
C:\Users\acous\Desktop\sih2026\Railway Track Surface Faults Dataset\Flakings\1.MOV_20201221091849_5166.JPEG,1.MOV_20201221091849_5166.JPEG,Flakings,,HUMAN_REVIEW_REQUIRED,UNRESOLVED,True
C:\Users\acous\Desktop\sih2026\Railway Track Surface Faults Dataset\Flakings\1.MOV_20201221091849_5167.JPEG,1.MOV_20201221091849_5167.JPEG,Flakings,,HUMAN_REVIEW_REQUIRED,UNRESOLVED,True
C:\Users\acous\Desktop\sih2026\Railway Track Surface Faults Dataset\Flakings\1.MOV_20201221091849_5168.JPEG,1.MOV_20201221091849_5168.JPEG,Flakings,,HUMAN_REVIEW_REQUIRED,UNRESOLVED,True
C:\Users\acous\Desktop\sih2026\Railway Track Surface Faults Dataset\Flakings\1.MOV_20201221091849_5169.JPEG,1.MOV_20201221091849_5169.JPEG,Flakings,,HUMAN_REVIEW_REQUIRED,UNRESOLVED,True
C:\Users\acous\Desktop\sih2026\Railway Track Surface Faults Dataset\Flakings\1.MOV_20201221091849_5170.JPEG,1.MOV_20201221091849_5170.JPEG,Flakings,,HUMAN_REVIEW_REQUIRED,UNRESOLVED,True
C:\Users\acous\Desktop\sih2026\Railway Track Surface Faults Dataset\Flakings\1.MOV_20201221091849_5171.JPEG,1.MOV_20201221091849_5171.JPEG,Flakings,,HUMAN_REVIEW_REQUIRED,UNRESOLVED,True
C:\Users\acous\Desktop\sih2026\Railway Track Surface Faults Dataset\Flakings\1.MOV_20201221091849_5172.JPEG,1.MOV_20201221091849_5172.JPEG,Flakings,,HUMAN_REVIEW_REQUIRED,UNRESOLVED,True
C:\Users\acous\Desktop\sih2026\Railway Track Surface Faults Dataset\Flakings\1.MOV_20201221091849_5173.JPEG,1.MOV_20201221091849_5173.JPEG,Flakings,,HUMAN_REVIEW_REQUIRED,UNRESOLVED,True
C:\Users\acous\Desktop\sih2026\Railway Track Surface Faults Dataset\Flakings\1.MOV_20201221091849_5174.JPEG,1.MOV_20201221091849_5174.JPEG,Flakings,,HUMAN_REVIEW_REQUIRED,UNRESOLVED,True
C:\Users\acous\Desktop\sih2026\Railway Track Surface Faults Dataset\Flakings\1.MOV_20201221091849_5175.JPEG,1.MOV_20201221091849_5175.JPEG,Flakings,,HUMAN_REVIEW_REQUIRED,UNRESOLVED,True
C:\Users\acous\Desktop\sih2026\Railway Track Surface Faults Dataset\Flakings\1.MOV_20201221091849_5176.JPEG,1.MOV_20201221091849_5176.JPEG,Flakings,,HUMAN_REVIEW_REQUIRED,UNRESOLVED,True
C:\Users\acous\Desktop\sih2026\Railway Track Surface Faults Dataset\Flakings\1.MOV_20201221091849_5177.JPEG,1.MOV_20201221091849_5177.JPEG,Flakings,,HUMAN_REVIEW_REQUIRED,UNRESOLVED,True
C:\Users\acous\Desktop\sih2026\Railway Track Surface Faults Dataset\Flakings\1.MOV_20201221091849_5178.JPEG,1.MOV_20201221091849_5178.JPEG,Flakings,,HUMAN_REVIEW_REQUIRED,UNRESOLVED,True
C:\Users\acous\Desktop\sih2026\Railway Track Surface Faults Dataset\Flakings\1.MOV_20201221091849_5179.JPEG,1.MOV_20201221091849_5179.JPEG,Flakings,,HUMAN_REVIEW_REQUIRED,UNRESOLVED,True
C:\Users\acous\Desktop\sih2026\Railway Track Surface Faults Dataset\Flakings\1.MOV_20201221091849_5180.JPEG,1.MOV_20201221091849_5180.JPEG,Flakings,,HUMAN_REVIEW_REQUIRED,UNRESOLVED,True
C:\Users\acous\Desktop\sih2026\Railway Track Surface Faults Dataset\Flakings\1.MOV_20201221091849_5181.JPEG,1.MOV_20201221091849_5181.JPEG,Flakings,,HUMAN_REVIEW_REQUIRED,UNRESOLVED,True
C:\Users\acous\Desktop\sih2026\Railway Track Surface Faults Dataset\Flakings\1.MOV_20201221091849_5182.JPEG,1.MOV_20201221091849_5182.JPEG,Flakings,,HUMAN_REVIEW_REQUIRED,UNRESOLVED,True
C:\Users\acous\Desktop\sih2026\Railway Track Surface Faults Dataset\Flakings\1.MOV_20201221091849_5183.JPEG,1.MOV_20201221091849_5183.JPEG,Flakings,,HUMAN_REVIEW_REQUIRED,UNRESOLVED,True
C:\Users\acous\Desktop\sih2026\Railway Track Surface Faults Dataset\Flakings\1.MOV_20201221091849_5184.JPEG,1.MOV_20201221091849_5184.JPEG,Flakings,,HUMAN_REVIEW_REQUIRED,UNRESOLVED,True
C:\Users\acous\Desktop\sih2026\Railway Track Surface Faults Dataset\Flakings\1.MOV_20201221091849_5185.JPEG,1.MOV_20201221091849_5185.JPEG,Flakings,,HUMAN_REVIEW_REQUIRED,UNRESOLVED,True
C:\Users\acous\Desktop\sih2026\Railway Track Surface Faults Dataset\Flakings\1.MOV_20201221091849_5186.JPEG,1.MOV_20201221091849_5186.JPEG,Flakings,,HUMAN_REVIEW_REQUIRED,UNRESOLVED,True
C:\Users\acous\Desktop\sih2026\Railway Track Surface Faults Dataset\Flakings\1.MOV_20201221091849_5187.JPEG,1.MOV_20201221091849_5187.JPEG,Flakings,,HUMAN_REVIEW_REQUIRED,UNRESOLVED,True
C:\Users\acous\Desktop\sih2026\Railway Track Surface Faults Dataset\Flakings\1.MOV_20201221091849_5188.JPEG,1.MOV_20201221091849_5188.JPEG,Flakings,,HUMAN_REVIEW_REQUIRED,UNRESOLVED,True
C:\Users\acous\Desktop\sih2026\Railway Track Surface Faults Dataset\Flakings\1.MOV_20201221091849_5189.JPEG,1.MOV_20201221091849_5189.JPEG,Flakings,,HUMAN_REVIEW_REQUIRED,UNRESOLVED,True
C:\Users\acous\Desktop\sih2026\Railway Track Surface Faults Dataset\Flakings\1.MOV_20201221091849_5190.JPEG,1.MOV_20201221091849_5190.JPEG,Flakings,,HUMAN_REVIEW_REQUIRED,UNRESOLVED,True
C:\Users\acous\Desktop\sih2026\Railway Track Surface Faults Dataset\Flakings\1.MOV_20201221091849_5204.JPEG,1.MOV_20201221091849_5204.JPEG,Flakings,,HUMAN_REVIEW_REQUIRED,UNRESOLVED,True
C:\Users\acous\Desktop\sih2026\Railway Track Surface Faults Dataset\Flakings\1.MOV_20201221091849_5205.JPEG,1.MOV_20201221091849_5205.JPEG,Flakings,,HUMAN_REVIEW_REQUIRED,UNRESOLVED,True
C:\Users\acous\Desktop\sih2026\Railway Track Surface Faults Dataset\Flakings\1.MOV_20201221091849_5206.JPEG,1.MOV_20201221091849_5206.JPEG,Flakings,,HUMAN_REVIEW_REQUIRED,UNRESOLVED,True
C:\Users\acous\Desktop\sih2026\Railway Track Surface Faults Dataset\Flakings\1.MOV_20201221091849_5207.JPEG,1.MOV_20201221091849_5207.JPEG,Flakings,,HUMAN_REVIEW_REQUIRED,UNRESOLVED,True
C:\Users\acous\Desktop\sih2026\Railway Track Surface Faults Dataset\Flakings\1.MOV_20201221091849_5208.JPEG,1.MOV_20201221091849_5208.JPEG,Flakings,,HUMAN_REVIEW_REQUIRED,UNRESOLVED,True
C:\Users\acous\Desktop\sih2026\Railway Track Surface Faults Dataset\Flakings\1.MOV_20201221091849_5209.JPEG,1.MOV_20201221091849_5209.JPEG,Flakings,,HUMAN_REVIEW_REQUIRED,UNRESOLVED,True
C:\Users\acous\Desktop\sih2026\Railway Track Surface Faults Dataset\Flakings\1.MOV_20201221091849_5210.JPEG,1.MOV_20201221091849_5210.JPEG,Flakings,,HUMAN_REVIEW_REQUIRED,UNRESOLVED,True
C:\Users\acous\Desktop\sih2026\Railway Track Surface Faults Dataset\Flakings\1.MOV_20201221091849_5211.JPEG,1.MOV_20201221091849_5211.JPEG,Flakings,,HUMAN_REVIEW_REQUIRED,UNRESOLVED,True
C:\Users\acous\Desktop\sih2026\Railway Track Surface Faults Dataset\Flakings\1.MOV_20201221091849_5212.JPEG,1.MOV_20201221091849_5212.JPEG,Flakings,,HUMAN_REVIEW_REQUIRED,UNRESOLVED,True
C:\Users\acous\Desktop\sih2026\Railway Track Surface Faults Dataset\Flakings\1.MOV_20201221091849_5213.JPEG,1.MOV_20201221091849_5213.JPEG,Flakings,,HUMAN_REVIEW_REQUIRED,UNRESOLVED,True
C:\Users\acous\Desktop\sih2026\Railway Track Surface Faults Dataset\Flakings\1.MOV_20201221091849_5214.JPEG,1.MOV_20201221091849_5214.JPEG,Flakings,,HUMAN_REVIEW_REQUIRED,UNRESOLVED,True
C:\Users\acous\Desktop\sih2026\Railway Track Surface Faults Dataset\Flakings\1.MOV_20201221091849_5215.JPEG,1.MOV_20201221091849_5215.JPEG,Flakings,,HUMAN_REVIEW_REQUIRED,UNRESOLVED,True
C:\Users\acous\Desktop\sih2026\Railway Track Surface Faults Dataset\Flakings\1.MOV_20201221091849_5216.JPEG,1.MOV_20201221091849_5216.JPEG,Flakings,,HUMAN_REVIEW_REQUIRED,UNRESOLVED,True
C:\Users\acous\Desktop\sih2026\Railway Track Surface Faults Dataset\Flakings\1.MOV_20201221091849_5217.JPEG,1.MOV_20201221091849_5217.JPEG,Flakings,,HUMAN_REVIEW_REQUIRED,UNRESOLVED,True
C:\Users\acous\Desktop\sih2026\Railway Track Surface Faults Dataset\Flakings\1.MOV_20201221091849_5218.JPEG,1.MOV_20201221091849_5218.JPEG,Flakings,,HUMAN_REVIEW_REQUIRED,UNRESOLVED,True
C:\Users\acous\Desktop\sih2026\Railway Track Surface Faults Dataset\Flakings\1.MOV_20201221091849_5219.JPEG,1.MOV_20201221091849_5219.JPEG,Flakings,,HUMAN_REVIEW_REQUIRED,UNRESOLVED,True
C:\Users\acous\Desktop\sih2026\Railway Track Surface Faults Dataset\Flakings\1.MOV_20201221091849_5220.JPEG,1.MOV_20201221091849_5220.JPEG,Flakings,,HUMAN_REVIEW_REQUIRED,UNRESOLVED,True
C:\Users\acous\Desktop\sih2026\Railway Track Surface Faults Dataset\Flakings\1.MOV_20201221091849_5221.JPEG,1.MOV_20201221091849_5221.JPEG,Flakings,,HUMAN_REVIEW_REQUIRED,UNRESOLVED,True
C:\Users\acous\Desktop\sih2026\Railway Track Surface Faults Dataset\Flakings\1.MOV_20201221091849_5222.JPEG,1.MOV_20201221091849_5222.JPEG,Flakings,,HUMAN_REVIEW_REQUIRED,UNRESOLVED,True
C:\Users\acous\Desktop\sih2026\Railway Track Surface Faults Dataset\Flakings\1.MOV_20201221091849_5223.JPEG,1.MOV_20201221091849_5223.JPEG,Flakings,,HUMAN_REVIEW_REQUIRED,UNRESOLVED,True
C:\Users\acous\Desktop\sih2026\Railway Track Surface Faults Dataset\Flakings\1.MOV_20201221091849_5224.JPEG,1.MOV_20201221091849_5224.JPEG,Flakings,,HUMAN_REVIEW_REQUIRED,UNRESOLVED,True
C:\Users\acous\Desktop\sih2026\Railway Track Surface Faults Dataset\Flakings\1.MOV_20201221091849_5225.JPEG,1.MOV_20201221091849_5225.JPEG,Flakings,,HUMAN_REVIEW_REQUIRED,UNRESOLVED,True
C:\Users\acous\Desktop\sih2026\Railway Track Surface Faults Dataset\Flakings\1.MOV_20201221091849_5226.JPEG,1.MOV_20201221091849_5226.JPEG,Flakings,,HUMAN_REVIEW_REQUIRED,UNRESOLVED,True
C:\Users\acous\Desktop\sih2026\Railway Track Surface Faults Dataset\Flakings\1.MOV_20201221091849_5227.JPEG,1.MOV_20201221091849_5227.JPEG,Flakings,,HUMAN_REVIEW_REQUIRED,UNRESOLVED,True
C:\Users\acous\Desktop\sih2026\Railway Track Surface Faults Dataset\Flakings\1.MOV_20201221091849_5228.JPEG,1.MOV_20201221091849_5228.JPEG,Flakings,,HUMAN_REVIEW_REQUIRED,UNRESOLVED,True
C:\Users\acous\Desktop\sih2026\Railway Track Surface Faults Dataset\Flakings\1.MOV_20201221091849_5229.JPEG,1.MOV_20201221091849_5229.JPEG,Flakings,,HUMAN_REVIEW_REQUIRED,UNRESOLVED,True
C:\Users\acous\Desktop\sih2026\Railway Track Surface Faults Dataset\Flakings\1.MOV_20201221091849_5230.JPEG,1.MOV_20201221091849_5230.JPEG,Flakings,,HUMAN_REVIEW_REQUIRED,UNRESOLVED,True
C:\Users\acous\Desktop\sih2026\Railway Track Surface Faults Dataset\Flakings\1.MOV_20201221091849_5231.JPEG,1.MOV_20201221091849_5231.JPEG,Flakings,,HUMAN_REVIEW_REQUIRED,UNRESOLVED,True
C:\Users\acous\Desktop\sih2026\Railway Track Surface Faults Dataset\Flakings\1.MOV_20201221091849_5232.JPEG,1.MOV_20201221091849_5232.JPEG,Flakings,,HUMAN_REVIEW_REQUIRED,UNRESOLVED,True
C:\Users\acous\Desktop\sih2026\Railway Track Surface Faults Dataset\Flakings\1.MOV_20201221091849_5233.JPEG,1.MOV_20201221091849_5233.JPEG,Flakings,,HUMAN_REVIEW_REQUIRED,UNRESOLVED,True
C:\Users\acous\Desktop\sih2026\Railway Track Surface Faults Dataset\Flakings\1.MOV_20201221091849_5234.JPEG,1.MOV_20201221091849_5234.JPEG,Flakings,,HUMAN_REVIEW_REQUIRED,UNRESOLVED,True
C:\Users\acous\Desktop\sih2026\Railway Track Surface Faults Dataset\Flakings\1.MOV_20201221091849_5235.JPEG,1.MOV_20201221091849_5235.JPEG,Flakings,,HUMAN_REVIEW_REQUIRED,UNRESOLVED,True
C:\Users\acous\Desktop\sih2026\Railway Track Surface Faults Dataset\Flakings\1.MOV_20201221091849_5236.JPEG,1.MOV_20201221091849_5236.JPEG,Flakings,,HUMAN_REVIEW_REQUIRED,UNRESOLVED,True
C:\Users\acous\Desktop\sih2026\Railway Track Surface Faults Dataset\Flakings\1.MOV_20201221091849_5237.JPEG,1.MOV_20201221091849_5237.JPEG,Flakings,,HUMAN_REVIEW_REQUIRED,UNRESOLVED,True
C:\Users\acous\Desktop\sih2026\Railway Track Surface Faults Dataset\Flakings\1.MOV_20201221091849_5238.JPEG,1.MOV_20201221091849_5238.JPEG,Flakings,,HUMAN_REVIEW_REQUIRED,UNRESOLVED,True
C:\Users\acous\Desktop\sih2026\Railway Track Surface Faults Dataset\Flakings\1.MOV_20201221091849_5239.JPEG,1.MOV_20201221091849_5239.JPEG,Flakings,,HUMAN_REVIEW_REQUIRED,UNRESOLVED,True
C:\Users\acous\Desktop\sih2026\Railway Track Surface Faults Dataset\Flakings\1.MOV_20201221091849_5240.JPEG,1.MOV_20201221091849_5240.JPEG,Flakings,,HUMAN_REVIEW_REQUIRED,UNRESOLVED,True
C:\Users\acous\Desktop\sih2026\Railway Track Surface Faults Dataset\Flakings\1.MOV_20201221091849_5241.JPEG,1.MOV_20201221091849_5241.JPEG,Flakings,,HUMAN_REVIEW_REQUIRED,UNRESOLVED,True
C:\Users\acous\Desktop\sih2026\Railway Track Surface Faults Dataset\Flakings\1.MOV_20201221091849_5242.JPEG,1.MOV_20201221091849_5242.JPEG,Flakings,,HUMAN_REVIEW_REQUIRED,UNRESOLVED,True
C:\Users\acous\Desktop\sih2026\Railway Track Surface Faults Dataset\Flakings\1.MOV_20201221091849_5243.JPEG,1.MOV_20201221091849_5243.JPEG,Flakings,,HUMAN_REVIEW_REQUIRED,UNRESOLVED,True
C:\Users\acous\Desktop\sih2026\Railway Track Surface Faults Dataset\Flakings\1.MOV_20201221091849_5244.JPEG,1.MOV_20201221091849_5244.JPEG,Flakings,,HUMAN_REVIEW_REQUIRED,UNRESOLVED,True
C:\Users\acous\Desktop\sih2026\Railway Track Surface Faults Dataset\Flakings\1.MOV_20201221091849_5245.JPEG,1.MOV_20201221091849_5245.JPEG,Flakings,,HUMAN_REVIEW_REQUIRED,UNRESOLVED,True
C:\Users\acous\Desktop\sih2026\Railway Track Surface Faults Dataset\Flakings\1.MOV_20201221091849_5246.JPEG,1.MOV_20201221091849_5246.JPEG,Flakings,,HUMAN_REVIEW_REQUIRED,UNRESOLVED,True
C:\Users\acous\Desktop\sih2026\Railway Track Surface Faults Dataset\Flakings\1.MOV_20201221091849_5247.JPEG,1.MOV_20201221091849_5247.JPEG,Flakings,,HUMAN_REVIEW_REQUIRED,UNRESOLVED,True
C:\Users\acous\Desktop\sih2026\Railway Track Surface Faults Dataset\Flakings\1.MOV_20201221091849_5248.JPEG,1.MOV_20201221091849_5248.JPEG,Flakings,,HUMAN_REVIEW_REQUIRED,UNRESOLVED,True
C:\Users\acous\Desktop\sih2026\Railway Track Surface Faults Dataset\Flakings\1.MOV_20201221091849_5249.JPEG,1.MOV_20201221091849_5249.JPEG,Flakings,,HUMAN_REVIEW_REQUIRED,UNRESOLVED,True
C:\Users\acous\Desktop\sih2026\Railway Track Surface Faults Dataset\Flakings\1.MOV_20201221091849_5250.JPEG,1.MOV_20201221091849_5250.JPEG,Flakings,,HUMAN_REVIEW_REQUIRED,UNRESOLVED,True
