department_Engineering,department_S&T,department_Traction,asset_type_25kV Vacuum Circuit Breaker (VCB),asset_type_Auto Tensioning Device (ATD 3:1 Pulley),asset_type_Ballast Cushion & Formation,asset_type_Cantilever Assembly & Regulating Bracket,asset_type_Catenary Wire (65/125 sq mm),asset_type_Color Light Signal (LED Unit),asset_type_Contact Wire (107/150 sq mm Cu),asset_type_DC Track Circuit (TC),asset_type_Digital Axle Counter (MSDAC/SSDAC),asset_type_Elastic Rail Clip & Fastenings,asset_type_Electric Point Machine (IRS/Siemens),asset_type_Electronic Interlocking (EI Rack),asset_type_Girder Bridge / Culvert Bearing,asset_type_Glued Insulated Rail Joint (GJ),asset_type_Interlocked Level Crossing (LC Gate),asset_type_Neutral Section (PTFE type),asset_type_Prestressed Concrete Sleepers (PSC),asset_type_Rails (60kg/52kg),asset_type_Section Insulator Assembly,asset_type_Signalling Power Supply / IPS,asset_type_Switch Expansion Joint (SEJ),asset_type_Traction Power Transformer (25kV/21.6MVA),asset_type_Turnout / Points & Crossing (1 in 12 / 1 in 8.5),defect_type_Arcing Horn Burnout & Gap Excessive,defect_type_Auxiliary Switch Chatter / Oxidation,defect_type_Ballast Deficiency & Caking,defect_type_Ballast Resistance Low in Rain,defect_type_Battery Bank Individual Cell Voltage Low,defect_type_Bearing Greasing Depletion & Tilt,defect_type_Bed Block Structural Crack,defect_type_Bond Wire Severed / High Resistance,defect_type_Boom Locking Plunger Misaligned,defect_type_Bridle Wire Tension Discrepancy,defect_type_Bushing Oil Leakage & Thermal Hotspot,defect_type_Cabinet Overheating & Fan Filter Choke,defect_type_Center Bound Cracking Under Dynamic Load,defect_type_Central Sleeper Spacing Fault,defect_type_Check Rail Clearance Deviation,defect_type_Circuit Closer Contact Chattering,defect_type_Contact Wire Height & Stagger Deviation,defect_type_Corrosive Pitting Near Industrial Area,defect_type_Current Sensor Threshold Mismatch / Blank Signal,defect_type_DC-DC Converter Ripple Exceeds Limit,defect_type_Dissolved Gas Analysis (DGA) Acetylene Surge,defect_type_Drive Motor High Current Draw / Stall,defect_type_Dropper Clip Loose / Damaged,defect_type_Electrical Insulation Resistance Drop,defect_type_Evaluator Card Processing Fault,defect_type_Expansion Joint Choked with Debris,defect_type_Fastening Bolt Sheared,defect_type_Feed End Resistance Drift,defect_type_Fishplate Bolt Loose / Sheared,defect_type_Formation Subsidence / Settlement,defect_type_Friction Clutch Slippage / Over-Torque,defect_type_Gauge Corner Cracking (GCC),defect_type_Ground Connection Rod Bush Wear,defect_type_Insert Loose / Corroded,defect_type_Insulating End Post Crushed,defect_type_Insulator Glaze Puncture / Flashover Mark,defect_type_Inverter Module Fault / Load Transfer,defect_type_LED Aspect Cluster Partial Failure (>20%),defect_type_Liner Missing / Crushed,defect_type_Local Kink / Arc Blemish,defect_type_Lock Bar & Split Pin Obstruction,defect_type_Longitudinal Sleeper Cracking,defect_type_Missing / Broken Elastic Rail Clips (ERC),defect_type_Mud Pumping & Foul Ballast in Monsoon,defect_type_Nose of Crossing Severe Wear,defect_type_Operating Mechanism Pneumatic / SF6 Pressure Low,defect_type_Optical Fiber Communication Loss,defect_type_Outdoor Sensor Clamp Loose Due to Vibration,defect_type_PTFE Insulating Rod Tracking & Surface Arcing,defect_type_Point Detection Contact Carbonization,defect_type_Porcelain / Composite Insulator Flashover Tracking,defect_type_Pulley Bearing Seizure / Stiff Movement,defect_type_Rail Corrugation & Wear,defect_type_Rail Seat Abrasion & Deterioration,defect_type_Rocker / Roller Bearing Seizure,defect_type_Roller Plate Seized / Jammed,defect_type_Rubber Pad Perished / Displaced,defect_type_Runner Strip Erosion & Arcing Grooves,defect_type_SEJ Gap Beyond Permissible Thermal Limit,defect_type_Section Insulator Sag / Level Defect,defect_type_Severe Contact Wire Wear (>20% cross-section),defect_type_Shelling & Spalling,defect_type_Signal Post Alignment Deviation,defect_type_Silica Gel Breather Saturated & Moisture Ingress,defect_type_Slack Packing & Void Under Sleepers,defect_type_Squat (Rolling Contact Fatigue),defect_type_Stainless Steel Wire Rope Strands Snapped,defect_type_Standby CPU Card Health Mismatch,defect_type_Stay Arm / Bracket Tube Corrosion,defect_type_Stock Rail Gauge Corner Cut,defect_type_Strand Severed / Loose Outer Strand,defect_type_Stretcher Bar Distortion,defect_type_Surge Protection Device (SPD) Blown,defect_type_Swivelling Clip Stiff / Jammed,defect_type_Telegram Transmission Bit Error / Reset Trip,defect_type_Thermit Weld Defect,defect_type_Tongue Rail Chipping / Wear,defect_type_Track Relay Drop / False Occupancy,defect_type_Transformer ECR Current Drop,defect_type_Transition Joint Loose / Uneven,defect_type_Transverse Rail Fatigue Crack,defect_type_Trip Coil Timing Exceeds Tolerance,defect_type_Vacuum Bottle Contact Resistance High,defect_type_Vital Input/Output Card Communication Error,defect_type_Warning Hooter & Flashers Disconnected,defect_type_Wheel Burn & Scabbing,defect_type_Wheel Sensor Detection Coil Misalignment,defect_type_Winch Wire Rope Frayed,defect_type_Winding Temperature Alarm Trip,defect_type_X-Y Dimension Out of Temperature Chart Limit,maintenance_frequency_Annual,maintenance_frequency_Fortnightly,maintenance_frequency_Half-Yearly,maintenance_frequency_Monthly,maintenance_frequency_Quarterly,maintenance_frequency_Weekly,days_overdue,days_since_last_maintenance,days_since_defect,maintenance_overdue_ratio,failure_rate_indicator,asset_age_years,num_open_defects,previous_failures,failures_last_12_months,trains_per_day,freight_traffic_ratio,maintenance_duration_hours,defect_severity,asset_criticality,operational_impact,urgent
0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-0.3333333333333333,1.76,0.7222222222222222,-0.16666666666666666,-0.5209470677105793,3.1659221336139587,1.9960595240981962,0.8564997255800273,-1.0682337650203981,-0.5002851326289337,1.3290916401233146,1.71382354097281,2.0,3.0,2.0,0
0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.9066666666666666,-0.2777777777777778,1.0,1.5514144061959398,-1.210099148667971,1.2592415479565036,-1.439490790203253,-0.23835984482174982,-0.9405562241109237,-1.2358479334748202,1.3272937073631095,2.0,2.0,1.0,1
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,-0.3333333333333333,0.48,0.2777777777777778,-0.16666666666666666,0.7290487419473212,-0.4550209666271676,0.5224235718148109,1.3156978287366834,0.5915140753768986,-1.2157256562871674,-1.8150053876609413,-0.37987972441306556,2.0,2.0,1.0,1
0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,-0.3333333333333333,0.48,-0.1111111111111111,-0.16666666666666666,-0.5209470677105793,-1.0041687353841158,-0.21439440432688175,-1.439490790203253,-1.0682337650203981,-0.8488330800521758,-0.48734619443895627,0.16770420653400933,1.0,1.0,0.0,0
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.3333333333333333,-0.5866666666666667,-0.5555555555555556,-0.16666666666666666,-0.5209470677105793,-0.28341228889062137,1.2592415479565036,0.39730162242337125,-1.0682337650203981,-0.8671777088639254,-0.5938094316312853,1.2467666586944224,3.0,3.0,1.0,1
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-0.1111111111111111,-0.14666666666666667,-0.16666666666666666,0.16666666666666666,-0.16299372221763503,0.35153981873459983,1.2592415479565036,-0.06189648073328481,-0.23835984482174982,0.5453587096407924,0.7930789697934009,0.39317994280633456,3.0,2.0,2.0,1
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.3333333333333333,-0.4,1.9444444444444444,4.119047619047619,-0.14948604880280691,0.2828963476399812,-0.9512123804685744,-0.9802926870465969,-0.23835984482174982,-1.234070285098917,-1.0003054281838142,-1.048254228363172,0.0,2.0,1.0,0
0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.5555555555555556,-0.09333333333333334,-0.4444444444444444,1.1666666666666665,-0.5209470677105793,-1.175777413120662,1.2592415479565036,-1.439490790203253,-1.0682337650203981,0.8939066570640344,1.1789106453765559,0.8038678910166411,2.0,2.0,3.0,1
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,-0.3333333333333333,0.5466666666666666,0.0,-0.16666666666666666,1.4982769325060294,-0.8668817931948786,2.732877500239889,-0.5210945838899409,0.5915140753768986,-1.1973810274754177,-2.0995037862085097,1.9876155064463474,2.0,1.0,0.0,0
1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.4444444444444444,0.7066666666666667,1.1111111111111112,0.7222222222222222,-0.5209470677105793,0.7119180419813469,0.5224235718148109,-0.5210945838899409,-1.0682337650203981,0.34356779271154697,0.6032309999933891,2.0198263259138223,1.0,2.0,2.0,0
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-0.3333333333333333,-0.3333333333333333,-0.05555555555555555,-0.16666666666666666,0.1638332454063575,0.43734415760287293,-0.9512123804685744,0.8564997255800273,0.5915140753768986,0.123432246970552,1.2792470544860917,-1.177097506233072,2.0,1.0,1.0,0
1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-0.29333333333333333,0.0,0.33333333333333337,-0.2959478219721572,1.4669962240221506,-0.9512123804685744,1.3156978287366834,-0.23835984482174982,-0.1700818140174413,0.13271441778010296,0.7958151861497718,2.0,1.0,1.0,0
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-0.3333333333333333,-0.3466666666666667,-0.2777777777777778,-0.16666666666666666,0.5578164392544581,-0.28341228889062137,1.9960595240981962,-0.5210945838899409,0.5915140753768986,-1.3441380579694144,-0.17387110715043197,1.995668211313216,3.0,2.0,1.0,0
1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.111111111111111,0.14666666666666667,-0.4444444444444444,3.4999999999999996,0.4886649323977251,1.1409397363227125,-0.9512123804685744,2.2340940350499956,2.251261915774195,1.1140422028050294,0.5815843827125956,1.4722423949667476,2.0,3.0,3.0,1
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.8,0.4444444444444444,0.5,-0.5209470677105793,-0.1461253467013844,-0.9512123804685744,-1.439490790203253,-1.0682337650203981,0.25184464865279904,-0.19036979595509115,-0.23493103680942826,2.0,2.0,2.0,0
1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.3333333333333333,0.56,1.7222222222222223,0.16666666666666666,-0.049391762270772493,1.3297092818329135,0.5224235718148109,0.8564997255800273,0.5915140753768986,-1.5642736037104095,-1.0516013515582998,0.2965474844039095,1.0,2.0,2.0,0
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.3333333333333333,-0.5466666666666666,1.9444444444444444,-0.16666666666666666,0.22197497010496542,0.2828963476399812,0.5224235718148109,0.8564997255800273,0.5915140753768986,-0.9405562241109237,-0.7176544218346066,-1.0724123429637782,1.0,1.0,0.0,0
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.7777777777777777,-0.24,-0.05555555555555555,6.166666666666665,-0.2619018834722644,1.072296265228094,0.5224235718148109,0.39730162242337125,-0.23835984482174982,0.23350001984104948,0.5113354995775814,-0.24298374167629683,1.0,2.0,2.0,0
