train_id,region,season,train_type,train_age_years,average_speed_kmph,distance_travelled_km,track_temperature_c,rail_wear_mm,track_vibration_level,ballast_condition,track_curvature_degree,ambient_temperature_c,humidity_percent,rainfall_mm,wind_speed_kmph,wheel_wear_percent,axle_temperature_c,brake_pressure_psi,brake_pad_wear_percent,bearing_temperature_c,battery_voltage,traction_motor_temp_c,signal_system_status,power_consumption_kw,load_factor_percent,daily_trips,delay_minutes,last_maintenance_days,inspection_score,sensor_health_index,failure_type,maintenance_required,failure_severity,risk_score
11,Southern Railway,Winter,Freight,25,27.62362993435356,1395495,40.872562803000285,6.4800457113366,2.475418390129909,Good,3.7319935539170452,29.02439935108493,63.339705559079704,7.522768191732302,4.624966415767002,42.65406255955768,54.874970102648675,87.4650869817446,21.004356404165105,101.05144358092682,24.732577309098964,75.83785275481019,Normal,852.4945949798126,66.60656335691309,2,,341.0,75.51551836740185,73.45492849092028,None,0,None,57.40910644414567
12,Eastern Railway,Winter,Express,29,66.15095726947717,384483,26.172560953554395,14.109009975188183,5.516622163297443,Good,6.954614205214438,33.26051680854312,88.96252951213066,17.470852740805213,8.473635145935866,65.87220835265049,44.314194470976275,78.83919044254031,74.07971638990598,79.80445031380012,26.594237002876397,65.90879812541033,Normal,451.8684608796302,79.52588434861099,3,62.62808939368538,281.0,77.5056293651882,74.83218084235725,None,0,None,67.67455513874256
13,South Central Railway,Summer,Passenger,11,58.645002167284964,284127,38.12069936229211,6.483461402814722,3.100096219807937,Fair,13.971794412298152,43.093310437050036,67.70871350069562,24.65637501198945,15.906693438402115,28.573756604409073,73.95405721823846,83.52822730719522,26.35460557733974,71.04547641236378,24.35476583273563,65.47329218861987,Normal,655.6273079680702,75.49626518522523,22,74.76209256414627,345.0,68.60803944761055,84.31807349742479,None,0,None,54.71511479649996
14,South Central Railway,Monsoon,Passenger,26,68.08496052655504,830504,52.86528588780239,9.782234721046278,3.8731067845661458,Poor,1.507893704693458,22.100508407232233,51.23976052772686,9.508158991703802,23.195760516808832,63.831710124357436,65.26174186610214,89.10725204873376,41.402577532550566,86.7782836452485,25.25347232038247,36.713802662311366,Normal,517.6554717526205,67.90369821134455,7,22.99719674668978,8.0,40.0,90.10240928400835,Wheel Defect,1,Medium,70.24929989913329
15,South Central Railway,Monsoon,Passenger,4,83.44183130730121,382751,20.997101592798945,4.86703796525753,2.3074200985612996,Good,5.90886100281835,32.247106209276005,60.75381786774225,36.61569121107004,8.11882433422854,72.83017599126218,78.79962881641717,114.42953512991286,34.255747765843545,63.6150814961008,21.33470638909152,93.79498342637966,Normal,1218.2872243133197,65.10766214556486,22,7.560957433097692,11.0,71.65731478510254,100.0,None,0,None,55.98282838877997
16,South Central Railway,Winter,Express,11,70.02828196681486,226027,7.7952576218386795,8.11893782722934,3.3633832531577688,Good,10.096771837492946,24.389922564395988,48.63203806376522,10.306772396976957,23.022073861884138,34.430594386387085,61.58630193366441,88.24642146592721,42.950062359327305,85.18525102892004,22.886663795485507,78.0503555989338,Normal,652.0913173443562,100.0,17,8.132047574982135,140.0,82.27644050255667,64.9652321603169,None,0,None,60.07251307985141
17,Southern Railway,Winter,Passenger,11,69.80429818362795,690652,39.80888611929197,4.964889397167761,0.0,Good,0.9916947957618966,34.277915162066456,66.282430554461,13.047976128673708,21.317404410198517,33.376358262493156,64.76006905330738,72.52487982671676,40.130238707736254,74.65344611275222,24.31804795287351,,Normal,1084.837745293085,75.89734257446165,3,27.10247563680588,307.0,86.3083507962992,63.42169227093264,None,0,None,58.62047447200328
18,Central Railway,Monsoon,Metro,8,81.32354553602309,443807,54.15040769856971,6.154887869539591,,Good,2.671275280192305,29.36381052528441,26.180461230922127,14.771654584793355,10.730881743836052,61.41192088358753,85.00777641118258,125.2302855936012,22.811564233764855,,22.371289663667483,71.01597085630857,Normal,928.4603016806606,86.60224903284922,2,18.62526917393291,348.0,41.90096460696056,87.45742457956085,None,0,None,67.35808655232037
19,Eastern Railway,Winter,Passenger,29,51.61330655698587,185878,38.47232938545412,4.3984152723091725,1.1289824534035935,Fair,4.446643404642047,30.79510420660267,,18.395499580906332,19.206164106392766,46.367079681897955,41.42273584799816,56.83726965152636,21.583256606872546,74.06136171056684,26.012790368532116,65.00561276999673,Normal,509.3850599520933,64.97365322073618,11,5.444784567666982,51.0,82.67390396795149,85.13025976616827,Bearing Failure,1,Low,51.46109313637367
20,Northern Railway,Summer,Express,2,36.06253274696153,175650,44.94271574177211,5.0623089233483896,2.7715910721141603,Poor,10.432412526648447,15.599672519557389,74.67070870258857,16.404010702213284,0.0,65.31986845224999,62.53509929829918,78.82086640294177,17.613524179461443,79.59174081784516,23.554105287820285,85.96237743548184,Normal,417.67933045165125,60.70408817768527,17,16.205285320572994,1.0,80.74100996433219,69.49621977442034,Wheel Defect,1,High,59.85697848619333
21,Southern Railway,Summer,Express,22,59.382359375262546,350864,33.13495843463811,5.371361788244501,4.611701438388671,Fair,13.949502296819487,32.350070176313714,71.72079799404597,11.077675295655618,11.839075309483242,52.553842920286556,61.650860859945425,116.73076878014707,47.53709396618425,80.61096087662224,26.454826035234454,49.92087493734744,Normal,746.7313429828158,15.345257886669813,20,4.80579714514535,85.0,91.99386644289291,86.90502487377503,Signal Failure,1,Medium,52.39902857213684
22,Northern Railway,Monsoon,Passenger,27,71.7299388094585,97115,39.38196029904782,6.300412988773138,2.2124954564713035,Good,3.5937080250399633,27.61773750763579,47.362500534297745,9.949352773284875,,34.92042567172101,72.39077159608819,91.05867563466242,46.81845041789836,85.5513520709594,,72.21880565396376,Normal,711.1360083408701,56.00554511616906,15,8.570730283626594,339.0,61.96899580191722,82.2232739847071,None,0,None,61.79353698812441
23,Western Railway,Winter,Passenger,26,67.38430470395845,1461019,42.91884029638852,8.536931699296833,5.396151428787464,Poor,4.268364186850468,36.08008236044872,67.92667801719814,20.179356756021267,22.331181912268093,45.43756425706687,58.54671798206049,121.2160707552534,45.31652314195337,54.068375375452725,27.48696365779714,65.93199014802433,Normal,423.1682871725551,82.61046438389823,11,15.143840642023635,21.0,73.60245449544574,65.34221960030246,None,0,None,64.98247717634116
24,Eastern Railway,Summer,Express,7,63.16916713157628,607257,29.170271614089586,9.725274953705679,4.628808470848669,Fair,8.303944124293764,24.260849312282495,48.169714057591946,4.9236305071715,8.851950438400667,62.4180300176381,74.16029539493707,98.52410607734394,20.4564718220136,70.72047108875087,22.369847343483077,71.39124636884029,Normal,404.5131443085095,60.80283769244322,15,24.25886100254418,248.0,74.47672457836616,93.31976738096192,None,0,None,53.702403090182926
25,South Central Railway,Winter,Passenger,5,120.27485169035774,299536,44.67376782020632,5.5445053554614,3.156040016177327,Good,11.444191669456266,34.29621485922737,75.96567457878866,43.02916155529388,17.105872489617465,59.23104738630199,56.83316371616247,112.41102440556975,23.03664603625078,68.44207688245508,24.69984115986419,77.70712358817602,Normal,166.12578513011056,66.73680778765491,3,4.925230481086295,110.0,74.13061191547517,95.28107717381751,None,0,None,53.04606283213048
26,Southern Railway,Summer,Express,9,65.15021768200734,148535,52.90185785675045,8.213955730677641,4.902364703807127,Good,16.62777609831221,30.314989406865433,54.03634728922516,18.741849177293005,3.733916033330429,87.02705144599585,51.80706792303042,96.48454081959827,59.30460949580666,78.50446568252082,26.920611867040254,,Normal,1113.1886712456856,61.287790247962356,23,12.729389631957975,132.0,78.72844446532976,75.36011155691423,None,0,None,68.01875453348498
27,Northern Railway,Summer,Express,8,75.11266990800128,602162,52.464072447270986,7.482246022824336,3.278022093974021,Fair,3.765606698642555,34.2007472725101,57.34468726584362,38.04974607767433,9.62620009614352,21.806789730024217,61.944431351285616,85.97040478969653,40.841205289547474,82.87119846727641,25.506688042258638,91.70932915244657,Normal,334.0456765114322,46.43572785459003,15,23.223283477960848,119.0,70.0764950224034,99.48401319872868,None,0,None,50.05102137553951
28,South Central Railway,Winter,Passenger,10,100.69721590762147,359747,50.544112118586746,10.306822121865192,3.529785392335633,Good,16.05852854858923,31.369176950562725,73.15208186851258,8.372275140663579,1.0745313853765293,37.94461339766248,76.77815313018249,85.29203526372496,51.36075978784094,59.929775852591845,23.907835309287993,48.77634594583678,Normal,955.7048386587034,51.231136500289075,13,7.497875022695923,138.0,71.40747118231877,99.03760365872287,Brake Failure,1,Low,53.74002978346094
29,Southern Railway,Monsoon,Passenger,19,48.82258053017094,1178097,36.611824160225225,6.176212093715616,1.3035946436285832,Good,7.5676813621343815,41.37400102951797,50.070775403291634,47.54409426674052,4.8797504996575025,82.66619125814009,70.98825997011203,112.26908096339265,55.98314735960487,91.55324457695141,28.044787481904038,89.87150319619289,Normal,946.6944467751051,83.28389893590376,7,3.1092936190736538,322.0,87.82847727184547,64.57475406056253,None,0,None,67.45626982631894
30,Northern Railway,Monsoon,Express,27,72.33288967500556,237164,37.43289472080774,13.041852406159542,5.83605119596902,Good,3.910123772697962,37.88761242672753,49.40458051856765,18.27659803651585,20.072360907659178,48.78018640979234,58.000085974889316,86.434999770962,0.0,97.57874213068357,22.258019535443765,63.3842925285492,Normal,893.1998699567928,85.71642093385708,20,9.467622703409054,95.0,83.53786631564553,60.376200576248266,Brake Failure,1,Medium,56.94710454930603
31,Northern Railway,Winter,Passenger,2,88.04823700428068,79842,31.14835854378843,8.48404841741579,5.789728963169512,Good,2.651813397927036,29.809924781631636,11.779468876622659,,18.675118724423147,35.42486185648006,61.3047230563511,92.20763347692385,66.89311647085343,79.28127460565275,20.897166192936343,75.77626848261531,Normal,113.18548541708117,63.91169901974436,24,11.91661797892668,269.0,75.79419216935116,90.66763219993604,None,0,None,57.086058219849505
32,Western Railway,Monsoon,Freight,24,103.87604359673661,390104,48.18358090150424,7.9348564042140906,4.2666343213159665,Good,1.192521543811947,33.11162755966163,23.49324110720481,5.542654421530582,20.260027912705702,59.57621146036747,67.8235033348948,83.54214762674742,85.40365768254038,95.09740486822903,21.8080054372343,84.60872687070241,Normal,948.8586620393887,55.125008562680286,14,20.474701685122916,347.0,77.3001280585938,77.05353214500869,None,0,None,67.72319930017531
33,Central Railway,Summer,Passenger,14,75.08470634381563,197087,48.8860444320841,7.590844450202517,3.652924166602637,Good,8.363214905118836,27.88288735727879,75.57310323349083,17.56763464116697,,70.68889132409524,64.8192423704802,129.43120522405715,25.322976807049493,50.0024394373919,26.368552587517968,56.50259174778439,Normal,866.8213841572217,48.989576096915556,6,6.118845003447438,261.0,82.15500517486072,65.15710562983905,None,0,None,62.8425414380268
34,Southern Railway,Monsoon,Freight,23,53.48351795872191,476339,29.7559678289699,8.937541088766602,3.9218553720308167,Good,0.7042115699691184,25.422830890717133,95.17025244749686,7.06416573177468,14.473842510699694,73.31789418750138,69.95760120935444,104.77681975209987,28.430114850231973,64.83424187289654,23.88768136255862,65.48200204481635,Normal,716.6986297670128,92.63564823514415,24,14.737051570478997,244.0,93.33688828362646,82.5401662140161,None,0,None,53.70523228148512
35,Eastern Railway,Winter,Passenger,26,72.01626422102427,1234937,27.875734105000042,8.908410850903246,3.3113869988907236,Poor,0.8837254316136084,35.540268961788286,28.57145435214079,29.551061782279263,18.45423066945674,25.712378418193815,60.6063341937244,121.94391761274714,60.54253057979192,75.02410342439613,27.738281613431894,78.86276423420681,Normal,282.8375556871182,69.70500792455424,19,13.641559589420007,63.0,76.93782615175792,91.43712332878312,None,0,None,54.0070040315085
36,Central Railway,Summer,Passenger,6,78.10466543700163,1178528,19.040185610236048,4.433789029372703,3.032379136644506,Fair,10.525141592736407,26.32813902375679,21.048843758279872,12.463208402792612,15.091702384136715,46.917534241040364,83.54010281402306,70.26235500621783,16.598291015156043,,23.939464807905047,81.39936540307703,Normal,897.1272536216811,59.29770359321579,6,3.445292514685576,73.0,67.20775803978051,69.68123188169142,None,0,None,61.61622731591427
37,Eastern Railway,Summer,Express,14,65.37348614730588,753349,43.59664358406763,9.685053463724024,2.1628415713865725,Good,9.512133884701273,45.54061426429754,,27.55883938485052,12.125253633421792,26.951662808890504,66.50329794737407,105.0974096716167,36.91522438897844,58.06621419198191,25.61450987832178,74.88627987999783,Normal,512.5659792529668,35.21053410134393,4,34.753346164430404,352.0,66.91263830948957,95.02920191779961,None,0,None,52.90038900012913
38,South Central Railway,Winter,Express,9,91.65451197581015,404488,44.14697156935654,10.301182121598838,,Good,7.87990622640891,19.09159503216723,51.86512339595537,9.671241983297998,18.294091368352095,26.611418879395583,76.17249612917878,83.03546681620918,27.635511709067742,43.48198053240351,25.834747610743293,70.35808848749448,Normal,894.9884192677118,40.90494470458545,23,6.245792354674764,290.0,99.43070154329655,100.0,None,0,None,38.336294048115704
39,Western Railway,Monsoon,Freight,19,84.72490552297509,557896,26.352653577119995,8.182270747896274,2.8402597107617975,Fair,11.975080787413702,36.47811786543568,56.725447487928385,40.834799558987655,24.562589040258413,59.58488041912468,70.61392336374564,73.85207635125921,46.18138969782418,72.62018792135176,22.179877324874123,63.554728852063405,Normal,857.915809127596,42.61894077803076,6,4.897048996972097,137.0,72.26354273024975,74.34830071493785,None,0,None,64.55079531172669
40,Southern Railway,Summer,Passenger,18,89.49694781773803,752931,52.65345724076869,4.896202306986387,4.768966407464826,Fair,3.861495796396329,26.904071944260146,44.01834692400055,18.918941064717618,12.352116553350857,17.619650745732432,63.26458390536601,85.74763770285675,51.73722406343532,74.5049517868373,,61.45054705253145,Warning,1520.0000401598245,67.87304277784142,16,9.027664378016636,89.0,96.75968463741422,70.39926328223935,None,0,None,51.89789944949642
41,Central Railway,Monsoon,Freight,27,106.23314888036718,1076710,8.471608428203758,9.594546899521426,3.045883469007663,Good,5.352817460714769,29.547658979986814,25.857484890188942,31.617544766264256,10.53798379065438,80.72655524621031,61.34131453364557,101.08528833908997,47.47218131182242,65.4941446464339,23.67881552601307,71.28583826646967,Normal,1109.6674352587697,64.38654657869621,7,9.872609535588673,98.0,100.0,79.6599346358893,None,0,None,56.348833361143654
42,South Central Railway,Winter,Passenger,8,82.00530984839689,1041980,37.410529744280694,5.152632721701869,5.354350531685131,Good,12.195425797511685,26.544811520307768,60.87976465405408,25.30793250631819,17.209300526024222,35.51888470624707,63.743238854353194,78.95932743090262,45.61201706298978,69.31520778234392,21.13223658597412,51.81125823699982,Normal,983.2606202001461,85.55511786645854,13,30.50742707406508,66.0,72.25877323648237,58.63156978377201,None,0,None,66.3580152082965
43,South Central Railway,Summer,Passenger,25,54.333473138577624,605317,53.493713974381045,11.492383679100623,4.348491260860147,Fair,4.251963943103725,36.853964577503845,65.3654261944793,20.023559153579708,22.54750865523592,74.11746020710135,44.61025139144282,101.58414840785883,28.864420404898887,51.57832624592076,23.999640684045414,79.01498182685658,Normal,1088.0751569508461,44.04083482685355,12,19.959722273570343,314.0,64.52125623445741,92.7434097248966,None,0,None,60.40464900602614
44,Northern Railway,Summer,Passenger,27,57.98221405015265,133211,13.456127325578791,8.739980756534546,2.6618239480816177,Fair,5.331734799604269,30.452925873842595,83.2949136890744,5.262678142308123,21.757773555734644,58.39139356023034,77.12462516967943,88.3714347481178,33.08596186042789,80.04600481039715,22.415392985112565,77.03368572113455,Normal,823.6954502042008,25.384955617903678,10,32.55977677084434,329.0,78.46588948949855,69.42677202434263,None,0,None,61.95917178325433
45,Central Railway,Monsoon,Express,25,64.92782568568752,928895,24.15070643484494,6.3708966676112375,0.693627274242457,Good,1.0966278311551625,25.363164362260378,85.23841444505403,16.91863968945829,22.814235086895586,27.251650174396495,72.07618231281621,86.13820861692074,16.75827850971254,48.210881017045274,,65.72007992761127,Normal,743.732340929364,65.82155871187994,2,,215.0,71.12068586326103,77.99136880732496,None,0,None,54.41227016791126
46,Eastern Railway,Monsoon,Passenger,1,51.0431414495119,10263,37.05721078851502,13.36929539492702,5.619117751901392,Good,1.9082108097346249,28.687428796196333,57.44224592707703,17.833268507809773,18.252186810594907,15.899931530930424,43.15261253810182,86.91800464834682,47.613664214521435,97.37475147259687,27.05113140849661,91.05114266664467,Normal,356.64248262956283,61.67121733820271,23,13.24166266455443,252.0,41.49078689676884,52.830020367882156,None,0,None,76.51475681918993
47,Northern Railway,Summer,Passenger,22,61.99465985308278,1411968,25.522050013436555,5.316217932643013,4.941174303062008,Good,8.548464231200843,40.32974691492728,19.631183873391116,48.92171406122131,14.777110522590126,49.76030793979625,,61.10046450806183,17.628645597605903,51.219722834267664,20.582114138818124,61.27298743387707,Normal,1033.5792566754976,80.66804244203713,4,17.115294560453336,158.0,79.76279079905812,66.96290896126887,None,0,None,58.75434811449588
48,Eastern Railway,Monsoon,Freight,3,95.85238050406127,134797,21.70330197147296,7.211589218209077,6.713662120372305,Fair,10.292481056673601,27.547137078652767,47.357314104108056,9.702737078493012,25.458813344767584,56.965310448554064,71.34882429186615,80.61861012496918,17.755533618182625,,22.328022050960904,58.77421285728023,Normal,671.09759102917,65.05302457353379,18,4.720452967863892,193.0,76.09746842050025,70.77896578040084,None,0,None,59.80137463969513
49,South Central Railway,Monsoon,Freight,13,73.14638547964168,327112,24.58720346641377,6.98915938925356,4.182798397083993,Good,11.766401886113481,23.55379312450027,34.16968241641415,21.92090380984887,16.264300338092358,31.29520166518592,54.24862479281614,82.40449482972828,42.84970699310127,65.58462923789315,24.988924562787172,67.74997229421355,Normal,1209.10541569753,74.06619934236157,5,25.704794974042176,218.0,88.75550333994704,76.33655901660588,None,0,None,53.339514473949556
50,South Central Railway,Monsoon,Express,10,50.37360371180698,1409382,55.0094537248978,12.474798017906256,4.190478890289462,Poor,6.381762764765067,27.100617647470518,54.64007809440181,8.011487387046529,19.296164371803442,27.889998049361715,50.906365422887845,48.912029260809895,91.71580345338793,72.53704106100706,23.555948095541797,60.83055936397367,Normal,725.3584404466176,87.80133847794892,5,15.228146547030805,303.0,61.42752451342271,65.96392444953781,Track Defect,1,Low,73.35386308837627
51,South Central Railway,Monsoon,Freight,6,87.99723397008862,1269412,37.60287215318064,4.171209294384233,3.9769122811538278,Fair,16.159008648458077,30.138362950634917,34.709048355733536,36.72578135246093,12.023268142239719,75.62718653954967,65.90428513363561,68.27497544994165,73.82867611020595,62.97867691420456,25.096113960769074,91.38359204955763,Normal,528.885041029368,58.22711872228369,8,16.487535599367956,225.0,57.16320294238676,77.8068771728456,Brake Failure,1,Low,75.17885135713202
52,Western Railway,Summer,Passenger,27,52.9201951418192,702854,30.239436334453654,10.342689075928856,1.4924962573187872,Fair,3.52450351804388,18.78684691407934,44.64674317237133,22.9835257169397,10.530598450600653,10.838146925200995,87.11437023086287,93.7273389834136,0.0,70.76267837889125,25.16094205799177,89.70585593224966,Normal,676.1023526469111,58.23574504716754,23,14.503314877682996,303.0,79.4762966597581,99.10341034663423,Brake Failure,1,Low,39.122824586542826
53,Northern Railway,Summer,Express,23,72.1055452598787,230130,52.65500461274755,9.55727347024867,3.699616814156549,Good,2.8779365877180103,15.778713693906175,65.05702368180125,3.9677260680823396,2.3653554900352045,5.893728131348119,63.80956375381502,108.89317922436067,65.37982967868842,76.24012105316264,23.948745875130705,101.85643274418364,Normal,788.0190961290533,70.71214437283068,9,34.51438203865226,313.0,98.64937851037331,98.74954350247833,None,0,None,41.60141096700741
54,Northern Railway,Winter,Express,25,92.36136384706718,45518,48.546439361367206,6.321600490428118,2.4714156186117795,Fair,18.959089198924506,31.00153845945401,83.20848360079309,20.214801639991325,28.13124916666893,27.68145539788404,60.408059335479415,87.35866366110973,58.750871523412165,,21.764576960798376,70.5487440074037,Normal,574.0625223681825,77.73253731338302,24,20.731893291591902,,81.80433111102575,81.8214912131908,Track Defect,1,Medium,55.69581122471864
55,Northern Railway,Monsoon,Express,30,92.13500812814789,657235,49.57631194236563,6.613485398174211,2.1899790456858486,Poor,3.9729027732840825,33.09792014963868,43.01217920230549,22.252976593653536,9.485747985475712,25.240019854962824,67.89382042015355,124.2432495443633,41.1956917847622,48.33025752865581,24.37126459379169,,Normal,1390.6106540299497,,12,16.530541839869617,323.0,87.30171496015116,79.03350260303752,None,0,None,51.74803059884273
56,Central Railway,Summer,Passenger,25,37.51283269374699,202029,33.729287183580546,9.805389804795968,1.8716738023304624,Good,6.953947660148707,20.826153990527416,31.15734388500993,15.714712460475278,23.25773252793833,67.33647805343577,48.853252766476245,127.72588765776558,47.09816089169148,82.90021782553754,22.949558957911965,,Normal,677.8903787684856,63.68434862120768,10,3.2136320739284234,284.0,73.293404854477,95.9437044351321,Wheel Defect,1,Low,57.9322075904059
57,Southern Railway,Monsoon,Freight,9,72.14770028619455,25447,25.867508274807783,6.720950680835939,1.6270266666299076,Good,3.249254687655856,22.914535458966913,87.41138215536802,7.911196753356258,0.0,30.359980401257843,36.47203277633711,82.74189513985492,10.896967551622172,68.23787053743915,25.69230904946439,79.60688083270917,Normal,1462.8815621280037,100.0,8,8.636187815618012,101.0,72.16785168698304,100.0,None,0,None,45.929794102487946
58,Central Railway,Summer,Freight,2,101.17828961264676,638372,47.77970093898239,11.493886439982898,0.21200454870784258,Good,13.227306044634457,35.5489183687821,50.48254853612995,30.606212046904638,7.32724774145945,73.55254060822493,54.470186256849374,67.02123366157207,48.5983149170297,69.56869418601403,25.086292091990874,60.62660592317061,Normal,738.8883761383753,16.55477826249676,4,15.848960091428642,241.0,83.93845049231778,76.42732877879281,None,0,None,62.1946055838995
59,South Central Railway,Winter,Passenger,10,92.42651388747326,1055109,51.81871997541101,6.283099155333939,4.476271183746791,Good,19.31716843210164,23.99670837643219,36.78913166351357,20.287501083959757,9.298780879430634,66.50138301691054,65.1638403668532,84.14238382225402,12.4407067133479,61.30963796458529,25.741591076819926,52.48384130020188,Normal,592.7959979454095,93.24003260876003,3,3.519476634231624,291.0,74.81802542698901,70.0189933970012,Brake Failure,1,High,61.148356871142205
60,South Central Railway,Winter,Passenger,27,52.44990351874565,1017668,20.54147985331568,8.451197091906302,3.8424771766868018,Good,4.026364345844242,32.89241564275189,86.47525010486751,1.278129884952795,21.23970687551711,70.24140801588665,,117.12070821381297,8.977556736646822,49.42001586043918,23.30028857409576,54.3343364999964,Normal,1131.9910575202507,82.73505415649461,23,27.470762558368865,65.0,65.00858384645873,100.0,Brake Failure,1,Critical,54.12984036661947
61,Eastern Railway,Summer,Passenger,10,101.4748295352195,609479,46.113568675334854,3.964945802187671,3.3024482042127437,Good,5.492218560654582,12.001027276835785,49.429887948107094,9.3641685565446,17.476068808643582,0.0,66.34894482779072,95.58947427911362,22.583593767928818,44.9283566633015,21.758587893029127,96.89550517786017,Normal,809.2767615652386,69.41180347844252,1,15.554743225851569,179.0,92.98414043608419,63.834948632515356,None,0,None,48.5008578911795
62,South Central Railway,Summer,Freight,8,81.46426356119014,1367537,53.62058890091032,2.770625659171814,4.183054107254827,Good,4.251209000765291,28.74341916109564,100.0,23.763037939726992,21.193690451082677,30.4919170089308,43.620571074153276,101.93397838481886,31.94800584176488,71.57506399217883,21.267637740219527,68.03311712593202,Warning,790.8101701147058,82.09726033824784,11,18.44833957050987,56.0,78.96046005220586,69.05580214000562,None,0,None,57.56029666033034
